"url","routeType","httpStatus","finalUrl","canonicalUrl","canonicalIsSelf","indexable","robotsAllowed","robotsMeta","sitemapIncluded","title","titleLength","metaDescription","descriptionLength","h1","openGraph","twitter","jsonLdTypes","incomingInternalLinkCount","outgoingInternalLinkCount","wordCount","modifiedDate","sitemapLastmod","duplicateTitle","duplicateDescription","orphanPage","redirectChain","structuredDataValidity","structuredDataErrors","sources","error"
"https://vidrial.vercel.app/app/projects/new","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control.","145","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control."",""image"":null,""url"":""https://vidrial.vercel.app/""}","{""card"":""summary"",""title"":null,""description"":null,""image"":null}","[]","0","4","101","""""","""""","true","true","false","[{""url"":""https://vidrial.vercel.app/app/projects/new"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Fprojects%2Fnew"",""status"":200}]","none","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/app/settings","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control.","145","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control."",""image"":null,""url"":""https://vidrial.vercel.app/""}","{""card"":""summary"",""title"":null,""description"":null,""image"":null}","[]","0","4","101","""""","""""","true","true","false","[{""url"":""https://vidrial.vercel.app/app/settings"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Fsettings"",""status"":200}]","none","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/app/settings/integrations","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control.","145","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control."",""image"":null,""url"":""https://vidrial.vercel.app/""}","{""card"":""summary"",""title"":null,""description"":null,""image"":null}","[]","0","4","101","""""","""""","true","true","false","[{""url"":""https://vidrial.vercel.app/app/settings/integrations"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Fsettings%2Fintegrations"",""status"":200}]","none","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/app/settings/notifications","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control.","145","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control."",""image"":null,""url"":""https://vidrial.vercel.app/""}","{""card"":""summary"",""title"":null,""description"":null,""image"":null}","[]","0","4","101","""""","""""","true","true","false","[{""url"":""https://vidrial.vercel.app/app/settings/notifications"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Fsettings%2Fnotifications"",""status"":200}]","none","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/app/settings/preferences","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control.","145","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control."",""image"":null,""url"":""https://vidrial.vercel.app/""}","{""card"":""summary"",""title"":null,""description"":null,""image"":null}","[]","0","4","101","""""","""""","true","true","false","[{""url"":""https://vidrial.vercel.app/app/settings/preferences"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Fsettings%2Fpreferences"",""status"":200}]","none","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/app/settings/privacy","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control.","145","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control."",""image"":null,""url"":""https://vidrial.vercel.app/""}","{""card"":""summary"",""title"":null,""description"":null,""image"":null}","[]","0","4","101","""""","""""","true","true","false","[{""url"":""https://vidrial.vercel.app/app/settings/privacy"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Fsettings%2Fprivacy"",""status"":200}]","none","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/app/templates","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control.","145","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control."",""image"":null,""url"":""https://vidrial.vercel.app/""}","{""card"":""summary"",""title"":null,""description"":null,""image"":null}","[]","0","4","101","""""","""""","true","true","false","[{""url"":""https://vidrial.vercel.app/app/templates"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Ftemplates"",""status"":200}]","none","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/app/uploads","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control.","145","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control."",""image"":null,""url"":""https://vidrial.vercel.app/""}","{""card"":""summary"",""title"":null,""description"":null,""image"":null}","[]","0","4","101","""""","""""","true","true","false","[{""url"":""https://vidrial.vercel.app/app/uploads"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Fuploads"",""status"":200}]","none","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/app/usage","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control.","145","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control."",""image"":null,""url"":""https://vidrial.vercel.app/""}","{""card"":""summary"",""title"":null,""description"":null,""image"":null}","[]","0","4","101","""""","""""","true","true","false","[{""url"":""https://vidrial.vercel.app/app/usage"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Fusage"",""status"":200}]","none","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/app/youtube-clipper","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control.","145","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control."",""image"":null,""url"":""https://vidrial.vercel.app/""}","{""card"":""summary"",""title"":null,""description"":null,""image"":null}","[]","0","4","101","""""","""""","true","true","false","[{""url"":""https://vidrial.vercel.app/app/youtube-clipper"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Fyoutube-clipper"",""status"":200}]","none","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/app/youtube-clipper/new","authenticated-app","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control.","145","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control."",""image"":null,""url"":""https://vidrial.vercel.app/""}","{""card"":""summary"",""title"":null,""description"":null,""image"":null}","[]","0","4","101","""""","""""","true","true","false","[{""url"":""https://vidrial.vercel.app/app/youtube-clipper/new"",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Fyoutube-clipper%2Fnew"",""status"":200}]","none","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/auth/callback","marketing-public","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control.","145","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control."",""image"":null,""url"":""https://vidrial.vercel.app/""}","{""card"":""summary"",""title"":null,""description"":null,""image"":null}","[]","0","4","109","""""","""""","true","true","false","[{""url"":""https://vidrial.vercel.app/auth/callback"",""status"":307},{""url"":""https://vidrial.vercel.app/login?authError=The+secure+sign-in+link+was+invalid+or+expired."",""status"":200}]","none","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/auth/youtube/callback","marketing-public","200","https://vidrial.vercel.app/login","https://vidrial.vercel.app/login","false","false","false","noindex,nofollow","false","Log in — Vidrial","16","Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control.","145","[""Welcome back.""]","{""title"":""Vidrial — AI video editing that understands your project"",""description"":""Upload raw clips, audio and images. Tell us what you're making. We find the moments, propose the edit and build a timeline you can still control."",""image"":null,""url"":""https://vidrial.vercel.app/""}","{""card"":""summary"",""title"":null,""description"":null,""image"":null}","[]","0","4","101","""""","""""","true","true","false","[{""url"":""https://vidrial.vercel.app/auth/youtube/callback"",""status"":307},{""url"":""https://vidrial.vercel.app/app/settings/integrations?youtubeError=YouTube+permission+was+not+granted.+You+can+retry+when+ready."",""status"":307},{""url"":""https://vidrial.vercel.app/login?redirect=%2Fapp%2Fsettings%2Fintegrations%3FyoutubeError%3DYouTube%2Bpermission%2Bwas%2Bnot%2Bgranted.%2BYou%2Bcan%2Bretry%2Bwhen%2Bready."",""status"":200}]","none","[]","[""route-tree""]",""""""
"https://vidrial.vercel.app/blog","blog-index","200","https://vidrial.vercel.app/blog","https://vidrial.vercel.app/blog","true","true","true","index,follow","true","Vidrial Blog — Practical AI Video Editing Guides","48","Practical, sourced guides for AI video clipping, captions, podcast repurposing, YouTube Shorts and editable creator workflows.","126","[""Better clips start with better decisions.""]","{""title"":""Vidrial Blog — Practical AI Video Editing Guides"",""description"":""Practical, sourced guides for AI video clipping, captions, podcast repurposing, YouTube Shorts and editable creator workflows."",""image"":null,""url"":""https://vidrial.vercel.app/blog""}","{""card"":""summary"",""title"":""Vidrial Blog — Practical AI Video Editing Guides"",""description"":""Practical, sourced guides for AI video clipping, captions, podcast repurposing, YouTube Shorts and editable creator workflows."",""image"":null}","[]","53","45","1141","""""","2026-07-31","false","false","false","[{""url"":""https://vidrial.vercel.app/blog"",""status"":200}]","none","[]","[""route-tree"",""sitemap""]",""""""
"https://vidrial.vercel.app/blog/add-captions-to-youtube-shorts-automatically","blog-article","200","https://vidrial.vercel.app/blog/add-captions-to-youtube-shorts-automatically","https://vidrial.vercel.app/blog/add-captions-to-youtube-shorts-automatically","true","true","true","index,follow","true","How to Add Captions to YouTube Shorts Automatically | Vidrial","61","A practical guide to YouTube automatic captions, uploaded caption tracks, and burned-in captions, including the accuracy and timing checks each method needs.","157","[""How to Add Captions to YouTube Shorts Automatically""]","{""title"":""How to Add Captions to YouTube Shorts Automatically | Vidrial"",""description"":""A practical guide to YouTube automatic captions, uploaded caption tracks, and burned-in captions, including the accuracy and timing checks each method needs."",""image"":null,""url"":""https://vidrial.vercel.app/blog/add-captions-to-youtube-shorts-automatically""}","{""card"":""summary"",""title"":""How to Add Captions to YouTube Shorts Automatically | Vidrial"",""description"":""A practical guide to YouTube automatic captions, uploaded caption tracks, and burned-in captions, including the accuracy and timing checks each method needs."",""image"":null}","[""BlogPosting"",""BreadcrumbList""]","6","30","2391","2026-07-31","2026-07-31","false","false","false","[{""url"":""https://vidrial.vercel.app/blog/add-captions-to-youtube-shorts-automatically"",""status"":200}]","valid-json","[]","[""sitemap""]",""""""
"https://vidrial.vercel.app/blog/ai-video-clipping-vs-manual-editing","blog-article","200","https://vidrial.vercel.app/blog/ai-video-clipping-vs-manual-editing","https://vidrial.vercel.app/blog/ai-video-clipping-vs-manual-editing","true","true","true","index,follow","true","AI Video Clipping vs Manual Video Editing: When to Use Each | Vidrial","69","A practical decision guide for choosing AI clipping, manual editing, or a hybrid workflow based on context, risk, repetition, and creative control.","147","[""AI Video Clipping vs Manual Video Editing: When to Use Each""]","{""title"":""AI Video Clipping vs Manual Video Editing: When to Use Each | Vidrial"",""description"":""A practical decision guide for choosing AI clipping, manual editing, or a hybrid workflow based on context, risk, repetition, and creative control."",""image"":null,""url"":""https://vidrial.vercel.app/blog/ai-video-clipping-vs-manual-editing""}","{""card"":""summary"",""title"":""AI Video Clipping vs Manual Video Editing: When to Use Each | Vidrial"",""description"":""A practical decision guide for choosing AI clipping, manual editing, or a hybrid workflow based on context, risk, repetition, and creative control."",""image"":null}","[""BlogPosting"",""BreadcrumbList""]","7","29","2283","2026-07-31","2026-07-31","false","false","false","[{""url"":""https://vidrial.vercel.app/blog/ai-video-clipping-vs-manual-editing"",""status"":200}]","valid-json","[]","[""sitemap""]",""""""
"https://vidrial.vercel.app/blog/ai-video-editing-for-beginners","blog-article","200","https://vidrial.vercel.app/blog/ai-video-editing-for-beginners","https://vidrial.vercel.app/blog/ai-video-editing-for-beginners","true","true","true","index,follow","true","AI Video Editing for Beginners: From Raw Footage to Published Clips | Vidrial","77","A beginner-friendly AI video editing workflow that explains transcripts, timelines, captions, framing, export, and the checks needed before publishing.","151","[""AI Video Editing for Beginners: From Raw Footage to Published Clips""]","{""title"":""AI Video Editing for Beginners: From Raw Footage to Published Clips | Vidrial"",""description"":""A beginner-friendly AI video editing workflow that explains transcripts, timelines, captions, framing, export, and the checks needed before publishing."",""image"":null,""url"":""https://vidrial.vercel.app/blog/ai-video-editing-for-beginners""}","{""card"":""summary"",""title"":""AI Video Editing for Beginners: From Raw Footage to Published Clips | Vidrial"",""description"":""A beginner-friendly AI video editing workflow that explains transcripts, timelines, captions, framing, export, and the checks needed before publishing."",""image"":null}","[""BlogPosting"",""BreadcrumbList""]","6","29","2434","2026-07-31","2026-07-31","false","false","false","[{""url"":""https://vidrial.vercel.app/blog/ai-video-editing-for-beginners"",""status"":200}]","valid-json","[]","[""sitemap""]",""""""
"https://vidrial.vercel.app/blog/category/ai-video-clipping","blog-category","200","https://vidrial.vercel.app/blog/category/ai-video-clipping","https://vidrial.vercel.app/blog/category/ai-video-clipping","true","true","true","index,follow","true","AI Video Clipping Guides | Vidrial Blog","39","Practical, sourced Vidrial guides about ai video clipping.","58","[""Better clips start with better decisions.""]","{""title"":""AI Video Clipping Guides | Vidrial Blog"",""description"":""Practical, sourced Vidrial guides about ai video clipping."",""image"":null,""url"":""https://vidrial.vercel.app/blog/category/ai-video-clipping""}","{""card"":""summary"",""title"":""AI Video Clipping Guides | Vidrial Blog"",""description"":""Practical, sourced Vidrial guides about ai video clipping."",""image"":null}","[]","7","29","369","""""","2026-07-31","false","false","false","[{""url"":""https://vidrial.vercel.app/blog/category/ai-video-clipping"",""status"":200}]","none","[]","[""sitemap""]",""""""
"https://vidrial.vercel.app/blog/category/content-repurposing","blog-category","200","https://vidrial.vercel.app/blog/category/content-repurposing","https://vidrial.vercel.app/blog/category/content-repurposing","true","true","true","index,follow","true","Content Repurposing Guides | Vidrial Blog","41","Practical, sourced Vidrial guides about content repurposing.","60","[""Better clips start with better decisions.""]","{""title"":""Content Repurposing Guides | Vidrial Blog"",""description"":""Practical, sourced Vidrial guides about content repurposing."",""image"":null,""url"":""https://vidrial.vercel.app/blog/category/content-repurposing""}","{""card"":""summary"",""title"":""Content Repurposing Guides | Vidrial Blog"",""description"":""Practical, sourced Vidrial guides about content repurposing."",""image"":null}","[]","5","27","269","""""","2026-07-31","false","false","false","[{""url"":""https://vidrial.vercel.app/blog/category/content-repurposing"",""status"":200}]","none","[]","[""sitemap""]",""""""
"https://vidrial.vercel.app/blog/category/podcast-repurposing","blog-category","200","https://vidrial.vercel.app/blog/category/podcast-repurposing","https://vidrial.vercel.app/blog/category/podcast-repurposing","true","true","true","index,follow","true","Podcast Repurposing Guides | Vidrial Blog","41","Practical, sourced Vidrial guides about podcast repurposing.","60","[""Better clips start with better decisions.""]","{""title"":""Podcast Repurposing Guides | Vidrial Blog"",""description"":""Practical, sourced Vidrial guides about podcast repurposing."",""image"":null,""url"":""https://vidrial.vercel.app/blog/category/podcast-repurposing""}","{""card"":""summary"",""title"":""Podcast Repurposing Guides | Vidrial Blog"",""description"":""Practical, sourced Vidrial guides about podcast repurposing."",""image"":null}","[]","3","25","178","""""","2026-07-31","false","false","false","[{""url"":""https://vidrial.vercel.app/blog/category/podcast-repurposing"",""status"":200}]","none","[]","[""sitemap""]",""""""
"https://vidrial.vercel.app/blog/category/youtube-shorts","blog-category","200","https://vidrial.vercel.app/blog/category/youtube-shorts","https://vidrial.vercel.app/blog/category/youtube-shorts","true","true","true","index,follow","true","YouTube Shorts Guides | Vidrial Blog","36","Practical, sourced Vidrial guides about youtube shorts.","55","[""Better clips start with better decisions.""]","{""title"":""YouTube Shorts Guides | Vidrial Blog"",""description"":""Practical, sourced Vidrial guides about youtube shorts."",""image"":null,""url"":""https://vidrial.vercel.app/blog/category/youtube-shorts""}","{""card"":""summary"",""title"":""YouTube Shorts Guides | Vidrial Blog"",""description"":""Practical, sourced Vidrial guides about youtube shorts."",""image"":null}","[]","11","33","519","""""","2026-07-31","false","false","false","[{""url"":""https://vidrial.vercel.app/blog/category/youtube-shorts"",""status"":200}]","none","[]","[""sitemap""]",""""""
